FREQ,Frequency,REP_CTY,Reporting country,INDICATOR_CT,Indicator (comparative table),MEASURE,Measure,UNIT_MEASURE,Unit of measure,INSTRUMENT_TYPE_CT,Instrument type (comparative table),WITH_AND_DEP,Withdrawals and deposits,TERMINAL_TYPE_CT,Terminal type (comparative table),CARD_TYPE,Card type,UNIT_MULT,Unit Multiplier,TABLE,TITLE_TS,DECIMALS,Decimals,COLLECTION,Collection Indicator,AVAILABILITY,Availability,TIME_FORMAT,Time Format,Series,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,CH,Switzerland,M,Cashless payments,N,Number,G,Annual growth,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Switzerland - Number of Cashless payments, Card and e-money payments, e-money payments",3,Three,S,Summed through period,A,All users,,,A:CH:M:N:G:I:Z:Z:Z,-73.5849,-51.0714,21.5328,1251.4114,34.674,27.6441,26.8537,21.491,6.601,20.1268,12.0636
A,Annual,CA,Canada,M,Cashless payments,V,Value,Q,Per inhabitant,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,7,"Canada - Value of Cashless payments, All",3,Three,S,Summed through period,A,All users,,,A:CA:M:V:Q:A:Z:Z:Z,178419.3306,177003.9206,171014.2054,151176.4688,137834.7061,159405.6348,159208.1056,155302.5364,148416.4357,182479.9765,184188.8713
A,Annual,CH,Switzerland,M,Cashless payments,V,Value,I,In % of GDP,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8e,"Switzerland - Value of Cashless payments, Direct debits",4,Four,S,Summed through period,A,All users,,,A:CH:M:V:I:C:Z:Z:Z,12.8292,13.0478,12.7769,12.2503,11.9548,12.2245,12.186,12.2862,11.8597,11.8514,12.2276
A,Annual,GB,United Kingdom,M,Cashless payments,V,Value,Q,Per inhabitant,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,7,"United Kingdom - Value of Cashless payments, All",3,Three,S,Summed through period,A,All users,,,A:GB:M:V:Q:A:Z:Z:Z,1927309.0085,1852015.8089,1885651.3976,1748161.4544,1709136.5525,1791861.5691,1841635.6915,1757435.4962,1919116.4614,1962668.0173,1981369.5804
A,Annual,RU,Russia,R,Withdrawals/deposits,V,Value,S,Per transaction,Z,Not applicable,F,With cards issued outside the country,Z,Not applicable,Z,Not applicable,0,Units,12c,"Russia - Value of Withdrawals/deposits, With cards issued outside the country",3,Three,S,Summed through period,A,All users,,,A:RU:R:V:S:Z:F:Z:Z,187.2306,184.846,166.8323,128.1924,141.6899,182.9571,160.1548,164.481,173.9595,NaN,NaN
A,Annual,HK,Hong Kong SAR,M,Cashless payments,N,Number,G,Annual growth,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Hong Kong SAR - Number of Cashless payments, Card and e-money payments, e-money payments",3,Three,S,Summed through period,A,All users,,,A:HK:M:N:G:I:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,NaN,8.0379,2.7561,-16.8425,31.1131,1.4483
A,Annual,CN,China,M,Cashless payments,V,Value,L,in % of total cashless payments,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8a,"China - Value of Cashless payments, All Card and e-money payments",3,Three,S,Summed through period,A,All users,,,A:CN:M:V:L:E:Z:Z:Z,1.7843,2.1654,2.5345,1.6643,1.5939,1.8932,2.5415,3.1878,2.9669,3.1332,2.7461
A,Annual,ID,Indonesia,R,Withdrawals/deposits,N,Number,T,Per day,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,6,Millions,9,"Indonesia - Number of Withdrawals/deposits, All",3,Three,S,Summed through period,A,All users,,,A:ID:R:N:T:Z:A:Z:Z,5358183.5616,6369024.6575,7353753.4247,8107339.726,9110816.4384,10037098.6301,11774306.8493,16032632.8767,38850652.0548,17810926.0274,21167336.9863
A,Annual,IT,Italy,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,I,E-money loading/unloading transactions,Z,Not applicable,Z,Not applicable,6,Millions,12f,"Italy - Value of Withdrawals/deposits, E-money loading/unloading transactions",2,Two,S,Summed through period,A,All users,,,A:IT:R:V:T:Z:I:Z:Z,NaN,40.7376,80.672,82.019,100.3274,111.0858,129.442,135.2026,135.0345,164.2164,150.225
A,Annual,KR,Korea,M,Cashless payments,V,Value,Q,Per inhabitant,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"Korea - Value of Cashless payments, Card and e-money payments, e-money payments",2,Two,S,Summed through period,A,All users,,,A:KR:M:V:Q:I:Z:Z:Z,28.6274,22.0304,18.7172,14.5991,13.6806,13.0252,13.3244,14.8576,101.5224,77.4797,79.2074
A,Annual,BR,Brazil,M,Cashless payments,N,Number,N,Units,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,6,"Brazil - Number of Cashless payments, All Card and e-money payments",2,Two,S,Summed through period,A,All users,,,A:BR:M:N:N:E:Z:Z:Z,8489.442,9780.368,11014.284,11847.451,12833.727,14472.823,16672.221,20999.336,22259.132,30189.931,39041.147
A,Annual,SE,Sweden,M,Cashless payments,V,Value,A,In USD,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8,"Sweden - Value of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:SE:M:V:A:D:Z:Z:Z,5946.3866,1934.0255,932.4538,527.5812,429.9697,356.3799,3.6792,0.21138,0,0,0
A,Annual,CA,Canada,U,Terminals,N,Number,N,Units,Z,Not applicable,Z,Not applicable,A,"POS, all",Z,Not applicable,3,Thousands,14,"Canada - Number of Terminals, All POS",0,Zero,E,End of period,A,All users,,,A:CA:U:N:N:Z:Z:A:Z,794,829,879,1301.4,1400.8,1423.569,1414.095,1748.844,1703,1675.648,1864.511
A,Annual,CH,Switzerland,M,Cashless payments,V,Value,I,In % of GDP,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8e,"Switzerland - Value of Cashless payments, All Card and e-money payments",4,Four,S,Summed through period,A,All users,,,A:CH:M:V:I:E:Z:Z:Z,9.9634,10.2594,10.6238,12.0812,12.5015,13.2195,13.7433,14.3983,14.4276,15.3832,16.6008
A,Annual,AR,Argentina,M,Cashless payments,V,Value,Q,Per inhabitant,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"Argentina - Value of Cashless payments, Card and e-money payments, by card with a debit function",2,Two,S,Summed through period,A,All users,,,A:AR:M:V:Q:F:Z:Z:Z,445.7192,495.0729,471.5649,583.3196,507.318,631.1541,529.5094,495.8681,595.6173,824.7822,1169.4757
A,Annual,IN,India,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,F,With cards issued outside the country,Z,Not applicable,Z,Not applicable,0,Units,10b,"India - Number of Withdrawals/deposits, With cards issued outside the country",2,Two,S,Summed through period,A,All users,,,A:IN:R:N:G:Z:F:Z:Z,,NaN,-0.72963,-5.5941,4.974,9.3531,-7.6488,0.69359,-36.5478,-25.9259,36.7241
A,Annual,BR,Brazil,M,Cashless payments,V,Value,H,Annual real growth,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Brazil - Value of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:BR:M:V:H:D:Z:Z:Z,-1.5291,-5.0065,-9.6818,-15.5542,-22.0147,-16.5407,-14.5153,-12.3402,-29.741,-12.2816,-10.0327
A,Annual,SA,Saudi Arabia,R,Withdrawals/deposits,N,Number,N,Units,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,6,Millions,10,"Saudi Arabia - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",3,Three,S,Summed through period,A,All users,,,A:SA:R:N:N:Z:C:Z:Z,1323.776,1327.151,1519.753,1785.275,1912.464,2012,2126,2125,1747,1617,1530
A,Annual,SA,Saudi Arabia,R,Withdrawals/deposits,V,Value,A,In USD,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,6,Millions,12,"Saudi Arabia - Value of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",3,Three,S,Summed through period,A,All users,,,A:SA:R:V:A:Z:D:Z:Z,1.6799,1.5012,1.5516,1.7861,1.5117,1.7786,2.2827,NaN,NaN,NaN,NaN
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,E,"Cards, with a credit function",0,Units,13b,"Indonesia - Number of Cards, Cards, with a credit function",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:E,0.060373,0.060653,0.063622,0.066013,0.067283,0.065845,0.065185,0.065232,0.062494,0.060656,0.062366
A,Annual,CN,China,M,Cashless payments,V,Value,L,in % of total cashless payments,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8a,"China - Value of Cashless payments, Direct debits",3,Three,S,Summed through period,A,All users,,,A:CN:M:V:L:C:Z:Z:Z,1.2614,1.0942,1.123,3.877,2.2438,1.1881,1.0805,1.3683,1.1566,1.194,1.4944
A,Annual,CA,Canada,M,Cashless payments,V,Value,S,Per transaction,H,"Card and e-money payments, by card with a credit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8c,"Canada - Value of Cashless payments, Card and e-money payments, by card with a credit function",2,Two,S,Summed through period,A,All users,,,A:CA:M:V:S:H:Z:Z:Z,113.7531,101.6239,93.7933,79.8269,74.5088,82.0939,73.8078,67.5885,69.3031,71.7646,76.2619
A,Annual,CH,Switzerland,M,Cashless payments,V,Value,S,Per transaction,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,7,"Switzerland - Value of Cashless payments, All",2,Two,S,Summed through period,A,All users,,,A:CH:M:V:S:A:Z:Z:Z,2680.9176,2588.6965,2525.0119,2473.117,2088.79,1922.2061,1840.8583,1750.6442,1838.1478,1763.103,2742.9254
A,Annual,BR,Brazil,M,Cashless payments,N,Number,N,Units,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,6,"Brazil - Number of Cashless payments, Direct debits",2,Two,S,Summed through period,A,All users,,,A:BR:M:N:N:C:Z:Z:Z,4239.272,4953.404,5557.065,5427.004,5335.714,5359.12,6428.746,6013.433,6102.619,6711.419,7711.426
A,Annual,AU,Australia,M,Cashless payments,N,Number,L,in % of total cashless payments,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6a,"Australia - Number of Cashless payments, Credit transfers",2,Two,S,Summed through period,A,All users,,,A:AU:M:N:L:B:Z:Z:Z,21.291,20.7969,19.6966,19.3443,19.002,18.3926,16.5539,16.1542,16.7943,17.1114,16.9385
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,G,"Cards, with an e-money function, contactless",0,Units,13b,"Indonesia - Number of Cards, Cards, with an e-money function, contactless",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:G,0.08911,0.14559,0.14173,0.13432,0.19793,0.34367,0.63093,1.0904,1.5947,2.1132,2.6496
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,H,"Cards, with an e-money function, issued by a non-bank",0,Units,13b,"Indonesia - Number of Cards, Cards, with an e-money function, issued by a non-bank",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:H,0.053763,0.098447,0.076851,0.047051,0.076039,0.15848,0.40673,0.84354,1.3161,1.734,2.2323
A,Annual,TR,Türkiye,R,Withdrawals/deposits,V,Value,A,In USD,Z,Not applicable,I,E-money loading/unloading transactions,Z,Not applicable,Z,Not applicable,6,Millions,12,"Türkiye - Value of Withdrawals/deposits, E-money loading/unloading transactions",3,Three,S,Summed through period,A,All users,,,A:TR:R:V:A:Z:I:Z:Z,NaN,210.2915,701.4359,788.8317,797.1551,1284.1988,1673.3886,1620.5782,1699.0143,2087.8785,2265.521
A,Annual,DE,Germany,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,B,"Cash withdrawals with cards issued inside the country, all",Z,Not applicable,Z,Not applicable,6,Millions,12f,"Germany - Value of Withdrawals/deposits, All Cash withdrawals with cards issued inside the country",2,Two,S,Summed through period,A,All users,,,A:DE:R:V:T:Z:B:Z:Z,2327.1919,2362.4525,2139.5104,1881.4836,1881.8966,1858.6844,1917.8267,1791.016,1570.8823,1573.327,1504.6357
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,F,"Cards, with an e-money function,all",0,Units,13b,"Indonesia - Number of Cards, Cards, with an e-money function,all",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:F,0.08911,0.14559,0.14173,0.13432,0.19793,0.34367,0.63093,1.0904,1.5947,2.1132,2.6496
A,Annual,ID,Indonesia,M,Cashless payments,V,Value,T,Per day,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8f,"Indonesia - Value of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:ID:M:V:T:D:Z:Z:Z,57.9408,56.3457,49.6344,42.4243,41.9025,31.0057,27.8942,26.0127,20.5013,18.7861,17.3544
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,I,"Cards, with an e-money function, able to initiate device-not-present payments",0,Units,13b,"Indonesia - Number of Cards, Cards, with an e-money function, able to initiate device-not-present payments",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:I,0.37688,0.4202,0.41968,0.53684,0.59355,0.69389,0.67394,0.74946,0.85052,0.89189,0.99084
A,Annual,BE,Belgium,K,Accounts,V,Value,I,In % of GDP,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,4b,Belgium - Value of Accounts,0,Zero,E,End of period,A,All users,,,A:BE:K:V:I:Z:Z:Z:Z,NaN,NaN,42.3134,47.5416,49.0569,54.4929,48.0454,48.5065,63.4265,58.01,57.3029
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,C,"Cards, with a debit function",0,Units,13b,"Indonesia - Number of Cards, Cards, with a debit function",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:C,0.29537,0.33426,0.39117,0.44214,0.49395,0.59438,0.57537,0.65073,0.75296,0.81286,0.91185
A,Annual,IN,India,M,Cashless payments,V,Value,T,Per day,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8f,"India - Value of Cashless payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:IN:M:V:T:B:Z:Z:Z,1579.1026,2176.6787,2853.6845,3802.4775,5244.2684,7914.4626,10443.8304,11044.7548,11542.3332,14826.4825,18255.8052
A,Annual,SG,Singapore,M,Cashless payments,V,Value,A,In USD,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8,"Singapore - Value of Cashless payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:SG:M:V:A:B:Z:Z:Z,170408.0947,185242.5557,192042.3068,215047.7051,235159.2938,258968.1244,307528.6348,356719.6335,409120.8416,507196.302,595452.6306
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,B,"Cards, with a cash function",0,Units,13b,"Indonesia - Number of Cards, Cards, with a cash function",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:B,0.37688,0.4202,0.41968,0.53684,0.59355,0.69389,0.67394,0.74946,0.85052,0.89189,0.99084
A,Annual,CH,Switzerland,R,Withdrawals/deposits,N,Number,Q,Per inhabitant,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,0,Units,10c,"Switzerland - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",2,Two,S,Summed through period,A,All users,,,A:CH:R:N:Q:Z:D:Z:Z,1.9819,2.0556,2.1125,2.2831,2.1983,2.2236,2.1397,2.0008,1.0682,1.5326,2.432
A,Annual,DE,Germany,M,Cashless payments,N,Number,T,Per day,K,Memo: Money remittances,Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,6d,"Germany - Number of Cashless payments, Memo: Money remittances",0,Zero,S,Summed through period,A,All users,,,A:DE:M:N:T:K:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24
A,Annual,AU,Australia,R,Withdrawals/deposits,N,Number,Q,Per inhabitant,Z,Not applicable,B,"Cash withdrawals with cards issued inside the country, all",Z,Not applicable,Z,Not applicable,0,Units,10c,"Australia - Number of Withdrawals/deposits, All Cash withdrawals with cards issued inside the country",2,Two,S,Summed through period,A,All users,,,A:AU:R:N:Q:Z:B:Z:Z,50.3143,48.0339,45.3208,42.3978,38.8543,35.6976,33.7538,30.867,21.5476,19.4887,18.9984
A,Annual,CN,China,M,Cashless payments,N,Number,Q,Per inhabitant,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6c,"China - Number of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:CN:M:N:Q:D:Z:Z:Z,0.57877,0.5096,0.42273,0.30336,0.2122,0.18408,0.15911,0.13565,0.10581,0.096829,0.071365
A,Annual,ID,Indonesia,M,Cashless payments,V,Value,S,Per transaction,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8c,"Indonesia - Value of Cashless payments, Card and e-money payments, by card with a debit function",2,Two,S,Summed through period,A,All users,,,A:ID:M:V:S:F:Z:Z:Z,63.8727,58.1241,52.132,45.0016,44.6254,42.6766,35.6681,34.813,30.2117,29.7777,29.2746
A,Annual,FR,France,U,Terminals,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,F,"ATMs, Cash deposit",Z,Not applicable,0,Units,14b,"France - Number of Terminals, ATMs, Cash deposit",4,Four,E,End of period,A,All users,,,A:FR:U:N:Q:Z:Z:F:Z,NaN,NaN,NaN,NaN,NaN,NaN,7.1699e-07,1.3025e-06,9.7791e-07,NaN,NaN
A,Annual,ID,Indonesia,T,Cards,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,A,"Cards, all",0,Units,13b,"Indonesia - Number of Cards, All Cards",3,Three,E,End of period,A,All users,,,A:ID:T:N:Q:Z:Z:Z:A,0.46599,0.56579,0.5614,0.67117,0.79148,1.0376,1.3049,1.8398,2.4453,3.0051,3.6405
A,Annual,AU,Australia,N,Fast payments,V,Value,Q,Per inhabitant,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8g,"Australia - Value of Fast payments, All",2,Two,S,Summed through period,A,All users,,,A:AU:N:V:Q:A:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,NaN,1842.6375,6843.2179,15497.3333,29214.5477,34509.4301
A,Annual,US,United States,M,Cashless payments,V,Value,S,Per transaction,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8c,"United States - Value of Cashless payments, Credit transfers",2,Two,S,Summed through period,A,All users,,,A:US:M:V:S:B:Z:Z:Z,3187.4555,3205.141,3258.2887,3245.8934,3242.0044,3288.744,3435.0277,3440.5344,3388.6873,3633.0696,3873.7594
A,Annual,RU,Russia,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,I,E-money loading/unloading transactions,Z,Not applicable,Z,Not applicable,0,Units,10b,"Russia - Number of Withdrawals/deposits, E-money loading/unloading transactions",2,Two,S,Summed through period,A,All users,,,A:RU:R:N:G:Z:I:Z:Z,NaN,NaN,93.4516,-9.9608,19.2086,41.5667,25.1316,21.0384,10.6285,NaN,NaN
A,Annual,ES,Spain,M,Cashless payments,N,Number,L,in % of total cashless payments,G,"Card and e-money payments, by card with a delayed debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6a,"Spain - Number of Cashless payments, Card and e-money payments, by card with a delayed debit function",2,Two,S,Summed through period,A,All users,,,A:ES:M:N:L:G:Z:Z:Z,NaN,NaN,21.153,19.6916,19.2868,18.5783,17.219,18.0236,18.3074,20.1211,22.4309
A,Annual,GB,United Kingdom,M,Cashless payments,V,Value,H,Annual real growth,H,"Card and e-money payments, by card with a credit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"United Kingdom - Value of Cashless payments, Card and e-money payments, by card with a credit function",3,Three,S,Summed through period,A,All users,,,A:GB:M:V:H:H:Z:Z:Z,-0.99095,2.7517,5.5347,8.094,2.6577,6.3186,2.228,1.3721,-20.2332,10.8452,13.7476
A,Annual,AR,Argentina,R,Withdrawals/deposits,N,Number,M,in % of total withdrawals/deposits,Z,Not applicable,G,Cash deposits at locations inside and outside the country,Z,Not applicable,Z,Not applicable,0,Units,10a,"Argentina - Number of Withdrawals/deposits, Cash deposits at locations inside and outside the country",2,Two,S,Summed through period,A,All users,,,A:AR:R:N:M:Z:G:Z:Z,2.212,2.3088,2.3897,2.366,2.2479,2.0188,2.1846,2.5857,4.1729,4.3938,4.1154
A,Annual,ZA,South Africa,R,Withdrawals/deposits,V,Value,S,Per transaction,Z,Not applicable,G,Cash deposits at locations inside and outside the country,Z,Not applicable,Z,Not applicable,0,Units,12c,"South Africa - Value of Withdrawals/deposits, Cash deposits at locations inside and outside the country",3,Three,S,Summed through period,A,All users,,,A:ZA:R:V:S:Z:G:Z:Z,NaN,160.8413,119.2036,105.5635,97.2088,110.5441,115.2438,111.5325,99.5053,113.9938,103.8956
A,Annual,MX,Mexico,M,Cashless payments,V,Value,T,Per day,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8f,"Mexico - Value of Cashless payments, All Card and e-money payments",3,Three,S,Summed through period,A,All users,,,A:MX:M:V:T:E:Z:Z:Z,192.2429,224.7219,241.4063,243.6785,230.1609,267.1734,315.7158,361.465,337.2237,424.1679,443.5902
A,Annual,NL,Netherlands,M,Cashless payments,N,Number,G,Annual growth,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Netherlands - Number of Cashless payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:NL:M:N:G:B:Z:Z:Z,-1.469,24.017,1.4684,-3.5758,7.1842,9.07,11.4912,10.6985,2.66,13.8015,NaN
A,Annual,GB,United Kingdom,U,Terminals,N,Number,N,Units,Z,Not applicable,Z,Not applicable,D,"ATMs, all",Z,Not applicable,3,Thousands,14,"United Kingdom - Number of Terminals, All ATMs",0,Zero,E,End of period,A,All users,,,A:GB:U:N:N:Z:Z:D:Z,66.134,67.963,69.382,70.27,70.02,69.603,63.36,60.528,55.563,53.35,49.953
A,Annual,DE,Germany,R,Withdrawals/deposits,V,Value,M,in % of total withdrawals/deposits,Z,Not applicable,B,"Cash withdrawals with cards issued inside the country, all",Z,Not applicable,Z,Not applicable,0,Units,12a,"Germany - Value of Withdrawals/deposits, All Cash withdrawals with cards issued inside the country",2,Two,S,Summed through period,A,All users,,,A:DE:R:V:M:Z:B:Z:Z,51.9489,52.4747,60.523,60.5967,61.6439,61.8405,61.8893,62.2534,62.4047,62.4423,64.2268
A,Annual,CN,China,U,Terminals,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,A,"POS, all",Z,Not applicable,0,Units,14b,"China - Number of Terminals, All POS",4,Four,E,End of period,A,All users,,,A:CN:U:N:Q:Z:Z:A:Z,0.0052567,0.0078136,0.01165,0.016602,0.017744,0.022437,0.024472,0.025011,0.027144,0.027563,0.025189
A,Annual,SE,Sweden,R,Withdrawals/deposits,V,Value,I,In % of GDP,Z,Not applicable,G,Cash deposits at locations inside and outside the country,Z,Not applicable,Z,Not applicable,0,Units,12e,"Sweden - Value of Withdrawals/deposits, Cash deposits at locations inside and outside the country",3,Three,S,Summed through period,A,All users,,,A:SE:R:V:I:Z:G:Z:Z,NaN,NaN,NaN,NaN,0.1287,0.42378,0.56375,0.5604,0.53984,0.49167,0.41759
A,Annual,CH,Switzerland,R,Withdrawals/deposits,V,Value,A,In USD,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,6,Millions,11,"Switzerland - Value of Withdrawals/deposits, All",2,Two,S,Summed through period,A,All users,,,A:CH:R:V:A:Z:A:Z:Z,32386.2983,33421.9795,34399.2206,37823.0254,36547.686,33343.0153,37255.0482,52104.0656,57711.0876,60026.5991,68183.9121
A,Annual,CA,Canada,H,Interbank deposits,V,Value,A,In USD,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,9,Billions,3,Canada - Value of Interbank deposits,2,Two,E,End of period,A,All users,,,A:CA:H:V:A:Z:Z:Z:Z,1.8942,1.8988,1.6351,1.7703,2.1977,3.6045,3.3891,4.388,16.2899,15.573,12.3796
A,Annual,RU,Russia,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,0,Units,10b,"Russia - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",2,Two,S,Summed through period,A,All users,,,A:RU:R:N:G:Z:D:Z:Z,,27.6198,-6.0111,-39.4035,-6.8565,20.4767,9.5354,6.7083,-35.3499,NaN,NaN
A,Annual,DE,Germany,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,0,Units,10b,"Germany - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",2,Two,S,Summed through period,A,All users,,,A:DE:R:N:G:Z:D:Z:Z,,NaN,NaN,36.1738,6.141,1.7691,6.5609,7.2207,-45.1138,14.0504,487.6249
A,Annual,ES,Spain,M,Cashless payments,N,Number,L,in % of total cashless payments,K,Memo: Money remittances,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6a,"Spain - Number of Cashless payments, Memo: Money remittances",2,Two,S,Summed through period,A,All users,,,A:ES:M:N:L:K:Z:Z:Z,NaN,NaN,NaN,0.20116,0.1968,0.18478,0.19456,0.22492,0.38491,0.42087,0.45376
A,Annual,BE,Belgium,M,Cashless payments,V,Value,S,Per transaction,K,Memo: Money remittances,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8c,"Belgium - Value of Cashless payments, Memo: Money remittances",2,Two,S,Summed through period,A,All users,,,A:BE:M:V:S:K:Z:Z:Z,NaN,NaN,5843.4416,3565.4095,3274.4269,3892.7626,2534.74,356.2159,381.5583,498.7172,411.4776
A,Annual,BR,Brazil,M,Cashless payments,V,Value,A,In USD,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8,"Brazil - Value of Cashless payments, Card and e-money payments, e-money payments",3,Three,S,Summed through period,A,All users,,,A:BR:M:V:A:I:Z:Z:Z,1156.6377,1529.629,751.0094,386.5236,365.6496,1090.463,2745.7122,6380.4766,10483.1519,22090.0352,42493.3558
