FREQ,Frequency,REP_CTY,Reporting country,INDICATOR_CT,Indicator (comparative table),MEASURE,Measure,UNIT_MEASURE,Unit of measure,INSTRUMENT_TYPE_CT,Instrument type (comparative table),WITH_AND_DEP,Withdrawals and deposits,TERMINAL_TYPE_CT,Terminal type (comparative table),CARD_TYPE,Card type,UNIT_MULT,Unit Multiplier,TABLE,TITLE_TS,DECIMALS,Decimals,COLLECTION,Collection Indicator,AVAILABILITY,Availability,TIME_FORMAT,Time Format,Series,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,Annual,IN,India,R,Withdrawals/deposits,N,Number,Q,Per inhabitant,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,0,Units,9,"India - Number of Withdrawals/deposits, All",3,Three,S,Summed through period,A,All users,,,A:IN:R:N:Q:Z:A:Z:Z,4.3003,4.87,5.5269,6.2987,6.5988,6.5547,7.44,7.1497,4.5583,4.8064,5.0009
A,Annual,KR,Korea,N,Fast payments,N,Number,K,in % of total fast payments,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6e,"Korea - Number of Fast payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:KR:N:N:K:B:Z:Z:Z,100,100,100,100,100,100,100,100,100,100,100
A,Annual,BR,Brazil,N,Fast payments,V,Value,H,Annual real growth,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8g,"Brazil - Value of Fast payments, All",2,Two,S,Summed through period,A,All users,,,A:BR:N:V:H:A:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3093.2211,90.8537
A,Annual,IN,India,M,Cashless payments,V,Value,H,Annual real growth,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"India - Value of Cashless payments, Card and e-money payments, by card with a debit function",3,Three,S,Summed through period,A,All users,,,A:IN:M:V:H:F:Z:Z:Z,-94.1963,20.8596,19.4681,24.8405,97.7967,34.9628,24.1007,11.0134,-11.9915,9.5877,-5.8797
A,Annual,BR,Brazil,M,Cashless payments,V,Value,Q,Per inhabitant,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"Brazil - Value of Cashless payments, Credit transfers",2,Two,S,Summed through period,A,All users,,,A:BR:M:V:Q:B:Z:Z:Z,67721.4382,73246.2006,71054.7444,53206.0684,50355.4056,59816.0026,58612.1333,63447.4811,56167.4073,68770.5249,88139.2467
A,Annual,AR,Argentina,N,Fast payments,N,Number,Q,Per inhabitant,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6e,"Argentina - Number of Fast payments, All",2,Two,S,Summed through period,A,All users,,,A:AR:N:N:Q:A:Z:Z:Z,0.51129,1.622,1.9148,2.2941,2.7728,3.5925,5.0235,7.2694,19.5126,37.2422,86.1586
A,Annual,RU,Russia,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,6,Millions,11,"Russia - Value of Withdrawals/deposits, All",0,Zero,S,Summed through period,A,All users,,,A:RU:R:V:T:Z:A:Z:Z,1593,1951,2343,1464,1598,1982,1350,1370,1199,NaN,NaN
A,Annual,CA,Canada,M,Cashless payments,N,Number,L,in % of total cashless payments,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6a,"Canada - Number of Cashless payments, Card and e-money payments, by card with a debit function",2,Two,S,Summed through period,A,All users,,,A:CA:M:N:L:F:Z:Z:Z,43.0298,41.7846,42.4858,43.0767,43.0449,42.7105,41.8106,39.1709,34.9182,36.5391,37.9977
A,Annual,AU,Australia,N,Fast payments,V,Value,L,in % of total cashless payments,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8g,"Australia - Value of Fast payments, All",2,Two,S,Summed through period,A,All users,,,A:AU:N:V:L:A:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,NaN,0.44211,1.7874,3.9475,6.0954,7.1865
A,Annual,NL,Netherlands,M,Cashless payments,V,Value,H,Annual real growth,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Netherlands - Value of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:NL:M:V:H:D:Z:Z:Z,NaN,NaN,15.3163,4.1268,-10.7994,-53.0366,117.6681,-7.9642,-92.8968,-92.4942,-84.8117
A,Annual,SE,Sweden,M,Cashless payments,V,Value,L,in % of total cashless payments,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8a,"Sweden - Value of Cashless payments, All Card and e-money payments",3,Three,S,Summed through period,A,All users,,,A:SE:M:V:L:E:Z:Z:Z,5.6299,5.7542,6.0107,6.3454,6.2395,5.5483,5.4252,5.5849,5.0424,4.7126,4.7534
A,Annual,IN,India,R,Withdrawals/deposits,V,Value,S,Per transaction,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,0,Units,12c,"India - Value of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",3,Three,S,Summed through period,A,All users,,,A:IN:R:V:S:Z:C:Z:Z,58.84,55.059,52.2059,48.989,41.0373,51.7585,49.0764,50.5736,62.9733,63.9753,60.4919
A,Annual,CA,Canada,R,Withdrawals/deposits,N,Number,M,in % of total withdrawals/deposits,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,0,Units,10a,"Canada - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:CA:R:N:M:Z:C:Z:Z,97.2895,97.8196,98.0837,98.2597,98.4382,98.6326,NaN,NaN,NaN,NaN,NaN
A,Annual,CA,Canada,M,Cashless payments,N,Number,G,Annual growth,H,"Card and e-money payments, by card with a credit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Canada - Number of Cashless payments, Card and e-money payments, by card with a credit function",3,Three,S,Summed through period,A,All users,,,A:CA:M:N:G:H:Z:Z:Z,1.4026,14.4783,8.8666,4.4926,10.5505,9.9992,15.6921,19.7033,-10.7158,7.3155,3.2715
A,Annual,FR,France,M,Cashless payments,V,Value,I,In % of GDP,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8e,"France - Value of Cashless payments, Card and e-money payments, e-money payments",4,Four,S,Summed through period,A,All users,,,A:FR:M:V:I:I:Z:Z:Z,NaN,NaN,0.011353,0.018271,0.026464,0.039088,0.039106,0.02299,0.029695,0.04104,0.02451
A,Annual,CN,China,M,Cashless payments,N,Number,N,Units,J,Other payment instruments,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,6,"China - Number of Cashless payments, Other payment instruments",2,Two,S,Summed through period,A,All users,,,A:CN:M:N:N:J:Z:Z:Z,0,0,0,0.851,0.615,0.3,0.272,0.257,0.241,0.241,0.245
A,Annual,TR,Türkiye,M,Cashless payments,V,Value,T,Per day,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8f,"Türkiye - Value of Cashless payments, All Card and e-money payments",3,Three,S,Summed through period,A,All users,,,A:TR:M:V:T:E:Z:Z:Z,526.4587,587.368,574.6133,528.036,531.6585,508.7922,460.8044,471.6324,446.7365,525.6048,611.6104
A,Annual,SG,Singapore,B,Population,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,1,Singapore - Population,2,Two,E,End of period,A,All users,,,A:SG:B:N:N:Z:Z:Z:Z,5312,5399,5470,5535,5607,5612,5639,5704,5686,5454,5637
A,Annual,CA,Canada,T,Cards,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,G,"Cards, with an e-money function, contactless",3,Thousands,13,"Canada - Number of Cards, Cards, with an e-money function, contactless",0,Zero,E,End of period,A,All users,,,A:CA:T:N:N:Z:Z:Z:G,NaN,NaN,NaN,96866.52,104000,106256.791,104465,124975,NaN,NaN,NaN
A,Annual,CH,Switzerland,U,Terminals,N,Number,G,Annual growth,Z,Not applicable,Z,Not applicable,C,"POS, EFTPOS and contactless",Z,Not applicable,0,Units,14a,"Switzerland - Number of Terminals, POS, EFTPOS and contactless",2,Two,E,End of period,A,All users,,,A:CH:U:N:G:Z:Z:C:Z,,NaN,NaN,21.8355,27.745,38.3083,51.7463,-7.3595,-6.4958,-12.1721,8.077
A,Annual,CA,Canada,T,Cards,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,I,"Cards, with an e-money function, able to initiate device-not-present payments",3,Thousands,13,"Canada - Number of Cards, Cards, with an e-money function, able to initiate device-not-present payments",0,Zero,E,End of period,A,All users,,,A:CA:T:N:N:Z:Z:Z:I,NaN,NaN,NaN,NaN,NaN,3156.846,2765.487,NaN,NaN,NaN,NaN
A,Annual,DE,Germany,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,0,Units,10b,"Germany - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:DE:R:N:G:Z:C:Z:Z,,-1.2907,-5.1335,4.3769,-0.28093,-3.0863,-2.8291,-4.3251,-21.9198,-10.2773,2.5172
A,Annual,CA,Canada,T,Cards,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,C,"Cards, with a debit function",3,Thousands,13,"Canada - Number of Cards, Cards, with a debit function",0,Zero,E,End of period,A,All users,,,A:CA:T:N:N:Z:Z:Z:C,23600,23900,25000,24800,28700,28800,25900,25475,24200,24600,25400
A,Annual,ES,Spain,M,Cashless payments,V,Value,H,Annual real growth,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Spain - Value of Cashless payments, Direct debits",3,Three,S,Summed through period,A,All users,,,A:ES:M:V:H:C:Z:Z:Z,,NaN,NaN,-6.3751,0.62976,18.3769,-6.2573,0.43634,-9.4974,3.8547,0.76576
A,Annual,ES,Spain,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,6,Millions,11,"Spain - Value of Withdrawals/deposits, All",0,Zero,S,Summed through period,A,All users,,,A:ES:R:V:T:Z:A:Z:Z,NaN,NaN,901,801,809,858,879,850,709,744,726
A,Annual,MX,Mexico,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,E,Memo: Cash withdrawals at locations inside the country,Z,Not applicable,Z,Not applicable,6,Millions,12f,"Mexico - Value of Withdrawals/deposits, Memo: Cash withdrawals at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:MX:R:V:T:Z:E:Z:Z,474.2209,523.7126,558.5382,507.6844,473.8697,495.5987,537.0681,589.4226,522.1648,596.1019,596.4542
A,Annual,US,United States,M,Cashless payments,N,Number,T,Per day,H,"Card and e-money payments, by card with a credit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,6d,"United States - Number of Cashless payments, Card and e-money payments, by card with a credit function",0,Zero,S,Summed through period,A,All users,,,A:US:M:N:T:H:Z:Z:Z,66795,72856,78918,84980,93881,103339,112119,118403,124687,130970,137254
A,Annual,SA,Saudi Arabia,R,Withdrawals/deposits,N,Number,N,Units,Z,Not applicable,F,With cards issued outside the country,Z,Not applicable,Z,Not applicable,6,Millions,10,"Saudi Arabia - Number of Withdrawals/deposits, With cards issued outside the country",3,Three,S,Summed through period,A,All users,,,A:SA:R:N:N:Z:F:Z:Z,2.92,2.86,15.34,16.393,17.721,15,15,15,NaN,NaN,NaN
A,Annual,ES,Spain,M,Cashless payments,V,Value,H,Annual real growth,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Spain - Value of Cashless payments, All Card and e-money payments",3,Three,S,Summed through period,A,All users,,,A:ES:M:V:H:E:Z:Z:Z,,0.48716,12.5261,8.0505,12.977,10.573,10.2338,11.9996,1.2039,17.9258,14.675
A,Annual,SE,Sweden,R,Withdrawals/deposits,N,Number,T,Per day,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,3,Thousands,10d,"Sweden - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",0,Zero,S,Summed through period,A,All users,,,A:SE:R:N:T:Z:D:Z:Z,22,19,11,34,35,36,85,252,174,149,147
A,Annual,AR,Argentina,M,Cashless payments,V,Value,H,Annual real growth,I,"Card and e-money payments, e-money payments",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Argentina - Value of Cashless payments, Card and e-money payments, e-money payments",3,Three,S,Summed through period,A,All users,,,A:AR:M:V:H:I:Z:Z:Z,,NaN,NaN,NaN,NaN,332.4998,57.2001,47.4854,108.534,55.1455,14.1001
A,Annual,DE,Germany,H,Interbank deposits,V,Value,I,In % of GDP,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,3,Germany - Value of Interbank deposits,2,Two,E,End of period,A,All users,,,A:DE:H:V:I:Z:Z:Z:Z,4.3417,3.3322,4.2538,4.1559,5.267,5.2534,5.0931,4.392,6.1479,4.881,5.2416
A,Annual,AU,Australia,M,Cashless payments,V,Value,S,Per transaction,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8c,"Australia - Value of Cashless payments, Card and e-money payments, by card with a debit function",2,Two,S,Summed through period,A,All users,,,A:AU:M:V:S:F:Z:Z:Z,59.2895,53.7983,49.4561,40.1739,38.1989,37.5455,35.5704,31.7854,33.1721,36.4632,35.4584
A,Annual,CA,Canada,M,Cashless payments,N,Number,T,Per day,J,Other payment instruments,Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,6d,"Canada - Number of Cashless payments, Other payment instruments",0,Zero,S,Summed through period,A,All users,,,A:CA:M:N:T:J:Z:Z:Z,2,2,1,1,1,1,1,1,0,0,0
A,Annual,BR,Brazil,M,Cashless payments,V,Value,I,In % of GDP,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,7,"Brazil - Value of Cashless payments, All",3,Three,S,Summed through period,A,All users,,,A:BR:M:V:I:A:Z:Z:Z,699.1937,768.3442,735.9756,735.6082,730.9781,756.6225,779.8176,826.5493,902.2376,984.2253,1086.9131
A,Annual,CA,Canada,T,Cards,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,E,"Cards, with a credit function",3,Thousands,13,"Canada - Number of Cards, Cards, with a credit function",0,Zero,E,End of period,A,All users,,,A:CA:T:N:N:Z:Z:Z:E,78439.03,81127.26,76581.34,72066.52,75300,77456.791,78565,90116.88,92904,94800,100000
A,Annual,CA,Canada,R,Withdrawals/deposits,N,Number,Q,Per inhabitant,Z,Not applicable,H,With cards issued inside the country at locations inside the country,Z,Not applicable,Z,Not applicable,0,Units,10c,"Canada - Number of Withdrawals/deposits, With cards issued inside the country at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:CA:R:N:Q:Z:H:Z:Z,6.5042,5.5324,5.1706,4.8556,4.6062,4.2657,NaN,NaN,NaN,NaN,NaN
A,Annual,AU,Australia,M,Cashless payments,V,Value,Q,Per inhabitant,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"Australia - Value of Cashless payments, Direct debits",2,Two,S,Summed through period,A,All users,,,A:AU:M:V:Q:C:Z:Z:Z,266119.3527,245459.4743,215715.0123,182196.0462,180811.1484,192358.4382,105593.9457,94183.6417,97154.4664,117506.627,115928.729
A,Annual,ZA,South Africa,U,Terminals,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,B,"POS, EFTPOS",Z,Not applicable,0,Units,14b,"South Africa - Number of Terminals, POS, EFTPOS",4,Four,E,End of period,A,All users,,,A:ZA:U:N:Q:Z:Z:B:Z,0.004815,0.0057563,0.0072289,0.007128,0.0071721,0.0066995,0.0072194,0.0087013,0.0071393,0.007036,0.007639
A,Annual,KR,Korea,M,Cashless payments,N,Number,T,Per day,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,6d,"Korea - Number of Cashless payments, Direct debits",0,Zero,S,Summed through period,A,All users,,,A:KR:M:N:T:C:Z:Z:Z,4529,4664,4658,4683,4853,4686,4653,4744,6588,8389,9584
A,Annual,CA,Canada,F,Banknotes and coins,V,Value,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,2,Canada - Value of Banknotes and coins,2,Two,E,End of period,A,All users,,,A:CA:F:V:Q:Z:Z:Z:Z,2014.6698,1946.7979,1855.567,1647.2479,1790.9642,2020.5378,1923.5704,2050.6856,2347.4257,2518.3912,2422.5433
A,Annual,KR,Korea,M,Cashless payments,N,Number,T,Per day,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,3,Thousands,6d,"Korea - Number of Cashless payments, All Card and e-money payments",0,Zero,S,Summed through period,A,All users,,,A:KR:M:N:T:E:Z:Z:Z,27296,31577,36134,41526,46583,52764,58388,64832,63269,66738,73292
A,Annual,CN,China,N,Fast payments,N,Number,Q,Per inhabitant,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6e,"China - Number of Fast payments, All",2,Two,S,Summed through period,A,All users,,,A:CN:N:N:Q:A:Z:Z:Z,11.8115,15.8275,22.5703,41.9139,62.9215,88.1051,135.0236,216.791,234.8791,12.3824,11.7242
A,Annual,NL,Netherlands,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,0,Units,10b,"Netherlands - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:NL:R:N:G:Z:C:Z:Z,,-5.4952,-5.1249,-15.2172,-4.7114,-8.0882,-7.8405,-11.8376,-54.7513,-77.5542,327.2778
A,Annual,DE,Germany,R,Withdrawals/deposits,N,Number,G,Annual growth,Z,Not applicable,A,All,Z,Not applicable,Z,Not applicable,0,Units,9,"Germany - Number of Withdrawals/deposits, All",3,Three,S,Summed through period,A,All users,,,A:DE:R:N:G:Z:A:Z:Z,,-1.2129,-3.6239,4.4221,-0.17779,-2.9433,-2.4309,-3.9425,-21.6451,-9.3964,15.2877
A,Annual,CA,Canada,T,Cards,N,Number,N,Units,Z,Not applicable,Z,Not applicable,Z,Not applicable,A,"Cards, all",3,Thousands,13,"Canada - Number of Cards, All Cards",0,Zero,E,End of period,A,All users,,,A:CA:T:N:N:Z:Z:Z:A,102039.03,105027.26,101581.34,96866.52,104000,106256.791,104465,115591.88,117104,119400,125400
A,Annual,SG,Singapore,M,Cashless payments,N,Number,G,Annual growth,C,Direct debits,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Singapore - Number of Cashless payments, Direct debits",3,Three,S,Summed through period,A,All users,,,A:SG:M:N:G:C:Z:Z:Z,2.5953,1.2046,0.08752,-0.27982,1.1926,1.2478,1.8829,0.50403,-4.8546,1.7728,4.1438
A,Annual,TR,Türkiye,M,Cashless payments,N,Number,G,Annual growth,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6b,"Türkiye - Number of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:TR:M:N:G:D:Z:Z:Z,7.2268,5.5311,9.5555,-2.3787,-7.3736,-4.5755,7.4336,-19.3769,-17.4135,8.7843,11.3867
A,Annual,RU,Russia,M,Cashless payments,V,Value,H,Annual real growth,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8b,"Russia - Value of Cashless payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:RU:M:V:H:B:Z:Z:Z,6.0589,7.2381,6.7114,-1.314,-16.1577,2.6389,5.186,3.7539,2.5529,NaN,NaN
A,Annual,AR,Argentina,M,Cashless payments,N,Number,N,Units,J,Other payment instruments,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,6,"Argentina - Number of Cashless payments, Other payment instruments",2,Two,S,Summed through period,A,All users,,,A:AR:M:N:N:J:Z:Z:Z,NaN,NaN,NaN,NaN,NaN,0.002,0.006,0.363,0.419,16.748,206.063
A,Annual,CN,China,R,Withdrawals/deposits,N,Number,T,Per day,Z,Not applicable,B,"Cash withdrawals with cards issued inside the country, all",Z,Not applicable,Z,Not applicable,3,Thousands,10d,"China - Number of Withdrawals/deposits, All Cash withdrawals with cards issued inside the country",0,Zero,S,Summed through period,A,All users,,,A:CN:R:N:T:Z:B:Z:Z,44202,49636,54551,50468,49309,47443,38594,31192,22774,20702,17831
A,Annual,AR,Argentina,U,Terminals,N,Number,Q,Per inhabitant,Z,Not applicable,Z,Not applicable,A,"POS, all",Z,Not applicable,0,Units,14b,"Argentina - Number of Terminals, All POS",4,Four,E,End of period,A,All users,,,A:AR:U:N:Q:Z:Z:A:Z,0.0090043,0.0093969,0.0098827,0.010046,0.011177,0.014072,0.018065,0.011676,0.019099,0.018431,0.018241
A,Annual,FR,France,M,Cashless payments,V,Value,T,Per day,G,"Card and e-money payments, by card with a delayed debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,8f,"France - Value of Cashless payments, Card and e-money payments, by card with a delayed debit function",3,Three,S,Summed through period,A,All users,,,A:FR:M:V:T:G:Z:Z:Z,NaN,NaN,281.8964,337.6326,390.1259,373.0671,416.1234,390.1111,375.7567,491.5793,546.8336
A,Annual,CH,Switzerland,U,Terminals,N,Number,G,Annual growth,Z,Not applicable,Z,Not applicable,B,"POS, EFTPOS",Z,Not applicable,0,Units,14a,"Switzerland - Number of Terminals, POS, EFTPOS",2,Two,E,End of period,A,All users,,,A:CH:U:N:G:Z:Z:B:Z,10.4506,-2.0491,70.8414,1.3471,2.7639,5.5191,7.9487,-2.0457,-4.3205,-18.6592,8.2762
A,Annual,JP,Japan,M,Cashless payments,V,Value,T,Per day,A,All,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,7,"Japan - Value of Cashless payments, All",3,Three,S,Summed through period,A,All users,,,A:JP:M:V:T:A:Z:Z:Z,106472.8616,92682.9695,85906.327,76282.334,86355.1898,81369.9983,80594.7227,80382.0477,81606.0603,82653.7325,74714.781
A,Annual,DE,Germany,R,Withdrawals/deposits,V,Value,M,in % of total withdrawals/deposits,Z,Not applicable,G,Cash deposits at locations inside and outside the country,Z,Not applicable,Z,Not applicable,0,Units,12a,"Germany - Value of Withdrawals/deposits, Cash deposits at locations inside and outside the country",2,Two,S,Summed through period,A,All users,,,A:DE:R:V:M:Z:G:Z:Z,48.0368,47.5124,39.4566,39.388,38.3428,38.1478,38.1,37.7368,37.5871,37.5518,35.9689
A,Annual,AU,Australia,M,Cashless payments,V,Value,Q,Per inhabitant,E,"Card and e-money payments, all",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"Australia - Value of Cashless payments, All Card and e-money payments",2,Two,S,Summed through period,A,All users,,,A:AU:M:V:Q:E:Z:Z:Z,19196.2524,18782.1457,18618.5155,16357.152,16925.7093,18344.7329,19087.3532,18591.7952,18561.2404,22266.6763,23987.5138
A,Annual,IN,India,R,Withdrawals/deposits,N,Number,M,in % of total withdrawals/deposits,Z,Not applicable,D,"Cash withdrawals with cards issued inside the country, at locations outside the country",Z,Not applicable,Z,Not applicable,0,Units,10a,"India - Number of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations outside the country",2,Two,S,Summed through period,A,All users,,,A:IN:R:N:M:Z:D:Z:Z,NaN,0.023652,0.025434,0.023301,0.028057,0.032811,0.035603,0.039822,0.026916,0.021298,0.022167
A,Annual,SG,Singapore,M,Cashless payments,V,Value,L,in % of total cashless payments,D,Cheques,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8a,"Singapore - Value of Cashless payments, Cheques",3,Three,S,Summed through period,A,All users,,,A:SG:M:V:L:D:Z:Z:Z,65.6972,64.8401,62.785,59.2458,56.0049,54.4261,51.0431,44.732,36.2539,32.9543,28.1339
A,Annual,KR,Korea,M,Cashless payments,N,Number,Q,Per inhabitant,F,"Card and e-money payments, by card with a debit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,6c,"Korea - Number of Cashless payments, Card and e-money payments, by card with a debit function",3,Three,S,Summed through period,A,All users,,,A:KR:M:N:Q:F:Z:Z:Z,50.7032,68.2829,86.7319,105.9232,124.9501,143.1449,158.1925,171.2183,164.7185,171.7764,187.2616
A,Annual,MX,Mexico,A,GDP,V,Value,A,In USD,Z,Not applicable,Z,Not applicable,Z,Not applicable,Z,Not applicable,9,Billions,1,Mexico - Value of GDP,2,Two,S,Summed through period,A,All users,,,A:MX:A:V:A:Z:Z:Z:Z,1295.1375,1375.8941,1419.6839,1257.2517,1178.2649,1239.4746,1306.9393,1337.1194,1208.0747,1368.9623,1529.185
A,Annual,ES,Spain,U,Terminals,N,Number,G,Annual growth,Z,Not applicable,Z,Not applicable,D,"ATMs, all",Z,Not applicable,0,Units,14a,"Spain - Number of Terminals, All ATMs",2,Two,E,End of period,A,All users,,,A:ES:U:N:G:Z:Z:D:Z,,-7.1759,-3.4009,-1.1418,0.18849,1.7593,4.99,-0.022481,-7.2817,-3.7226,-18.7451
A,Annual,ES,Spain,R,Withdrawals/deposits,V,Value,T,Per day,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,6,Millions,12f,"Spain - Value of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",2,Two,S,Summed through period,A,All users,,,A:ES:R:V:T:Z:C:Z:Z,733.1642,781.9269,900.5653,730.4003,709.8754,733.919,713.8966,650.938,523.8948,528.6073,490.1875
A,Annual,TR,Türkiye,M,Cashless payments,V,Value,L,in % of total cashless payments,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8a,"Türkiye - Value of Cashless payments, Credit transfers",3,Three,S,Summed through period,A,All users,,,A:TR:M:V:L:B:Z:Z:Z,34.7771,86.7318,86.4286,86.6368,89.91,90.4655,90.6524,91.0789,92.3778,92.3448,92.5502
A,Annual,FR,France,M,Cashless payments,V,Value,Q,Per inhabitant,H,"Card and e-money payments, by card with a credit function",Z,Not applicable,Z,Not applicable,Z,Not applicable,0,Units,8d,"France - Value of Cashless payments, Card and e-money payments, by card with a credit function",2,Two,S,Summed through period,A,All users,,,A:FR:M:V:Q:H:Z:Z:Z,NaN,NaN,3093.7986,1731.4445,227.7279,1310.129,1437.4899,1494.3548,1363.2858,548.6248,161.3461
A,Annual,SA,Saudi Arabia,M,Cashless payments,N,Number,N,Units,B,Credit transfers,Z,Not applicable,Z,Not applicable,Z,Not applicable,6,Millions,6,"Saudi Arabia - Number of Cashless payments, Credit transfers",2,Two,S,Summed through period,A,All users,,,A:SA:M:N:N:B:Z:Z:Z,54.909,57.967,64.58,81.534,89.285,103,136,159,202,343,528
A,Annual,SG,Singapore,R,Withdrawals/deposits,V,Value,A,In USD,Z,Not applicable,C,"Cash withdrawals with cards issued inside the country, at locations inside the country",Z,Not applicable,Z,Not applicable,6,Millions,12,"Singapore - Value of Withdrawals/deposits, Cash withdrawals with cards issued inside the country, at locations inside the country",3,Three,S,Summed through period,A,All users,,,A:SG:R:V:A:Z:C:Z:Z,47293.2301,51406.7933,51476.8082,47834.2972,47041.4703,46395.394,47309.4798,44749.9991,35411.0565,35892.2677,40795.761
